x_coord,y_coord,surface,end,z_top,cwt_f10,cwt_f12,cwt_f14,cwt_f16,cwt_f18,cwt_f20,cwt_f22,cwt_f24,cwt_f26,cwt_f28,cwt_f30,cwt_f32,cwt_f34,cwt_f36,cwt_f38,cwt_f40,cwt_f42,cwt_f44,cwt_f46,cwt_f48,cwt_f50,cwt_f52,cwt_f54,cwt_f56,cwt_f58,cwt_f60,cwt_f62,cwt_f64,cwt_f66,cwt_f68,cwt_f70,cwt_f72,cwt_f74,cwt_f76,cwt_f78,cwt_f80,DAS_name,Borehole_name
192284.3372,503075.3522,0.42,-3.95,3.6,6.063809336334418e-09,7.311620630794276e-09,7.651461464410096e-09,6.633380799467043e-09,5.556440841262072e-09,5.654222935883263e-09,5.3901296599838654e-09,4.40278454654538e-09,3.605242581224737e-09,2.530646019408228e-09,2.107505526527466e-09,1.8140962753713535e-09,1.895769452089012e-09,1.8711229073780823e-09,1.4340864854802535e-09,1.2005992802408316e-09,1.001186748008278e-09,8.536137435835406e-10,6.8423634805558e-10,6.02312457639283e-10,5.280516711472776e-10,4.74243304098939e-10,4.3878741934131e-10,3.879480214468615e-10,3.4813087298735556e-10,2.9573976771503067e-10,2.6643140739456145e-10,2.3446629291721346e-10,2.1530704203095456e-10,2.206873800703265e-10,3.7748585571213245e-10,5.077951461953152e-10,5.42664975225741e-10,4.660849164225358e-10,3.47449955805851e-10,2.8791637470377727e-10,660,21D0183
192269.0431,503087.7224,0.41,-5.0,3.9,3.6557927692725807e-09,4.6299197071489365e-09,5.006788702016202e-09,4.354435757258222e-09,3.4847440939311166e-09,3.4659308200226505e-09,3.482246744679712e-09,2.8998650741068752e-09,2.296965036938786e-09,1.416675096020332e-09,1.0117009448754792e-09,7.947217755418724e-10,1.0369455306640355e-09,1.1036493565668115e-09,8.394541458561947e-10,6.2011140267305e-10,4.2580724564484646e-10,3.5206021591488647e-10,2.9253112139213944e-10,2.697284823584655e-10,2.537323610865754e-10,2.375211844796841e-10,2.2289519961440166e-10,2.0102578053136027e-10,1.798735876195548e-10,1.6469082863747422e-10,1.745384943049832e-10,1.98110069924112e-10,2.5684678717159684e-10,3.92360678402081e-10,4.0413559540874896e-10,3.4366658533487776e-10,2.3256384952418344e-10,1.73717748032612e-10,1.3024021883089684e-10,1.3352134934902738e-10,680,21D0174
192253.749,503100.0925,0.41,-5.0,3.9,5.625610727437859e-09,6.139633727370418e-09,5.981351839570302e-09,5.34259435920548e-09,4.4700460421846605e-09,3.924215998763612e-09,3.5557653976904673e-09,2.989487476523964e-09,2.6480042756015436e-09,2.2063641618157542e-09,1.8982482748905036e-09,1.5389597539229987e-09,1.3835822946586564e-09,1.2952559361087991e-09,1.0225879203562492e-09,8.485376644453087e-10,6.605517237099308e-10,5.762276510318895e-10,5.018916421711809e-10,4.4925811965147056e-10,3.851095572912706e-10,3.426462595869389e-10,3.1350251350317086e-10,2.7440939703884556e-10,2.5542574848019336e-10,2.2340650781700294e-10,1.9901202044473414e-10,1.7246206864099298e-10,1.739482229804012e-10,1.9118370115946666e-10,2.204477333581225e-10,2.6247567294997536e-10,3.112194239490109e-10,2.9554545410136106e-10,2.743412765520649e-10,2.9546726558771987e-10,700,21D0174
192178.3915,503163.2654,0.33,-7.0,3.45,4.5750874935164246e-09,5.438182804296434e-09,5.512211824735335e-09,4.586709208281375e-09,3.5238304553721187e-09,3.341892503862989e-09,3.166276520630115e-09,2.656120846195335e-09,2.2793743052054723e-09,1.631947226892225e-09,1.279071641393272e-09,1.0710731163211998e-09,1.3412729711039131e-09,1.408862185206107e-09,1.0572677233470215e-09,7.790135698621281e-10,5.47929828050006e-10,4.5138654876628676e-10,3.5584653336202593e-10,3.0776712668235165e-10,2.6141139495715467e-10,2.5171953157796563e-10,2.4792724731951217e-10,2.26553799878189e-10,2.0003051944428768e-10,1.6562981244249243e-10,1.5368787226226286e-10,1.331159208007902e-10,1.1639007004647183e-10,1.1054162266542168e-10,1.4661884636420876e-10,1.8483792096447372e-10,3.1240911106996947e-10,5.384738105916942e-10,8.77025224201131e-10,8.887329409298858e-10,800,21D0176
192163.5914,503176.2225,0.33,-7.0,3.45,2.598342581962082e-09,3.0233021386757902e-09,3.0382643752498714e-09,2.5821546808366853e-09,1.9533674461758798e-09,1.7280329182425556e-09,1.576269931011329e-09,1.237899781615146e-09,1.0242194301844354e-09,7.324787654073863e-10,5.764912726686291e-10,4.925906580617143e-10,6.182739836123728e-10,6.205260616459831e-10,4.521874526352339e-10,3.4917646032483814e-10,2.6651049711584154e-10,2.2409341719658728e-10,1.8393568882132638e-10,1.6031516759428256e-10,1.2883001964058968e-10,1.2056918206114104e-10,1.3023131901170938e-10,1.5101618421545988e-10,1.7706730729679992e-10,2.3251460857839966e-10,2.772910763997269e-10,3.7533056875190806e-10,4.5779491694646155e-10,6.193795531885813e-10,6.360012239813568e-10,5.444383503401805e-10,4.1233934387322767e-10,3.4599274086563036e-10,2.725775597288046e-10,2.50699611094102e-10,820,21D0176
192148.7914,503189.1797,0.7000000000000001,-5.1000000000000005,4.6000000000000005,4.933283964062689e-09,5.898548167137074e-09,6.242443321302641e-09,5.434466582003899e-09,4.2040924688917105e-09,3.732416601893693e-09,3.443841933950293e-09,2.735025564031791e-09,2.240348826949899e-09,1.600770354629194e-09,1.2857143686444916e-09,1.0674902904253696e-09,1.1419103188280563e-09,1.0970526378560548e-09,8.288022272517004e-10,6.888807939707515e-10,5.768440418635745e-10,5.080358467882408e-10,4.2002959240619156e-10,3.7415529916223616e-10,3.3256904882399425e-10,3.2278200966197477e-10,3.2778336852124167e-10,3.0617213704242886e-10,2.6937095020391865e-10,2.2966071611011344e-10,2.2167087517807024e-10,2.0103406191194816e-10,1.813121022308221e-10,1.8655784930557718e-10,2.660361235998545e-10,3.5763275437030075e-10,5.266229107042119e-10,5.509954134064913e-10,4.199725576295936e-10,3.3427473820946406e-10,840,21D0177
192134.0812,503202.2356,0.7000000000000001,-5.1000000000000005,4.6000000000000005,8.2861073830817e-09,1.0080641979446037e-08,1.0466274354677863e-08,8.884017670534205e-09,6.69537189720716e-09,5.731021815812975e-09,5.043231296534932e-09,3.955598553997698e-09,3.374674582790209e-09,2.486846998598004e-09,2.042274270406178e-09,1.8486906197167043e-09,2.2260420358792963e-09,2.212205379823097e-09,1.6417765625863595e-09,1.291104030455415e-09,1.0193249561957282e-09,9.033810742198733e-10,7.743541984030265e-10,6.84361120275518e-10,6.264155711036344e-10,6.182415122265089e-10,5.667683345904976e-10,4.666534254293109e-10,4.0521703827107534e-10,3.6857839792151436e-10,3.644909991621099e-10,3.471805110753888e-10,3.1994355247880137e-10,2.6925689166200594e-10,2.3852564016206766e-10,2.2599156251130168e-10,2.6140996685658086e-10,4.04075176904396e-10,6.165646149247863e-10,5.990767687059821e-10,860,21D0177
192119.7971,503215.7598,0.39,-6.5,5.2,5.2860936139863844e-09,6.278860248651632e-09,6.059578189823861e-09,4.8102691100206946e-09,3.2552268482239766e-09,2.83893394072423e-09,2.8841641940832873e-09,2.791418619492702e-09,2.406476249104663e-09,1.6120401615279596e-09,1.214219337913371e-09,1.0253231945133163e-09,1.219932521897093e-09,1.2287982232484955e-09,9.247418250236331e-10,6.975983438921031e-10,5.119282164218011e-10,4.5270344343451007e-10,4.0981952536793117e-10,3.89367057797821e-10,3.7247240304686576e-10,3.645964337744818e-10,3.6152044765689464e-10,3.3905719741294874e-10,3.0057370237985287e-10,2.457306985215801e-10,2.3198617830905543e-10,2.455668366484649e-10,2.392397079894409e-10,2.396378947621274e-10,3.430276826848475e-10,3.539978256825375e-10,2.679559185660656e-10,2.163948929739604e-10,2.3174701219168782e-10,3.2525728063187397e-10,880,21D0178
192105.513,503229.2841,0.39,-6.5,5.2,6.733406134330168e-09,7.712381532512826e-09,7.490318541182443e-09,6.537288485596507e-09,6.314375220021334e-09,7.270310290016689e-09,7.1983806270925315e-09,6.2568174946002915e-09,5.44732870627868e-09,3.9008737992083095e-09,3.033001854551569e-09,2.2857427572500764e-09,2.067655655039282e-09,1.990065347134373e-09,1.6588521098682901e-09,1.4118469701408111e-09,1.1605264474623762e-09,1.063883493267078e-09,9.377770558781654e-10,8.336063512796356e-10,7.408121235953564e-10,7.012992270732479e-10,6.559931910040047e-10,5.792145713619936e-10,5.211335336981944e-10,4.704274085118593e-10,4.715306983286426e-10,4.994652957441344e-10,5.169641495388027e-10,4.4549217862261325e-10,3.4142513643438037e-10,3.052435898669618e-10,2.8035022771528104e-10,2.68678526027665e-10,2.6367960503733264e-10,2.7572430791315403e-10,900,21D0178
192091.2289,503242.8083,0.39,-6.5,5.2,2.3428570243854927e-09,2.786675113071076e-09,2.754579263937193e-09,2.312656931208354e-09,1.979052151939421e-09,2.284508094410924e-09,2.3770757713630222e-09,2.2267889823427917e-09,1.978902112474551e-09,1.3698540310725411e-09,9.995450026626e-10,7.229329574238763e-10,8.01516834685383e-10,8.296628435349266e-10,6.654648086823916e-10,5.42054957905935e-10,4.1778816223250364e-10,3.539008340469451e-10,2.918998478923376e-10,2.635812563041677e-10,2.3476940616095967e-10,2.2887090705178003e-10,2.329092924812008e-10,2.2915149214659555e-10,2.2369139140636342e-10,2.2249911128972608e-10,2.1300792231341956e-10,1.757860086572717e-10,1.6808212241381582e-10,2.2013223261377279e-10,3.058175044247163e-10,3.4610163450185676e-10,3.208850398937978e-10,2.8624306130978034e-10,2.9852374413360467e-10,3.1891553266030127e-10,920,21D0178
