x_coord,y_coord,surface,end,z_top,cwt_f10,cwt_f12,cwt_f14,cwt_f16,cwt_f18,cwt_f20,cwt_f22,cwt_f24,cwt_f26,cwt_f28,cwt_f30,cwt_f32,cwt_f34,cwt_f36,cwt_f38,cwt_f40,Borehole_name,DAS_name,train_number
192698.5373,502811.6678,0.46,-2.9,1.65,1.4492823382988653e-08,1.780304889029968e-08,1.6290986663047454e-08,1.3387109986950972e-08,9.059000167098198e-09,6.301996357915925e-09,5.257150902982532e-09,3.9560443170875745e-09,3.004587397139703e-09,1.9713939805704962e-09,1.682204585906382e-09,2.130326053098615e-09,2.0556324518897957e-09,1.8864729676793727e-09,1.7698109299499855e-09,1.5631229579738426e-09,21C0278,160,5
192698.5373,502811.6678,0.46,-2.9,1.65,8.358472502842592e-09,1.2549008877687394e-08,1.3631751137656654e-08,1.0449592384523495e-08,5.157203762453987e-09,2.8924426062791516e-09,2.2508433290219555e-09,1.7556044634597983e-09,1.9548950221339763e-09,2.0719848358373113e-09,1.8022707784799566e-09,1.334713789727587e-09,1.3751225529064956e-09,1.4164541082731526e-09,1.1837147022118939e-09,1.2347201070627298e-09,21C0278,160,6
192698.5373,502811.6678,0.46,-2.9,1.65,6.944503721575761e-09,1.1552512888751278e-08,1.3989572641717796e-08,1.1261247660295877e-08,5.862918494021328e-09,2.955905356143225e-09,2.085741199672713e-09,1.8349174414150602e-09,2.241604162570941e-09,2.307368452120784e-09,1.760462192861803e-09,1.3454569613873915e-09,1.918331526077454e-09,2.181662352728686e-09,1.6821572189241343e-09,1.2314653797032707e-09,21C0278,160,7
192698.5373,502811.6678,0.46,-2.9,1.65,6.523938177993905e-09,1.0745287471003454e-08,1.261299874591332e-08,9.994963279488676e-09,5.135608751690826e-09,2.533386522227938e-09,1.6479212418842843e-09,1.4842694498698383e-09,2.0263805102272164e-09,2.3567065405888154e-09,1.976767026914881e-09,1.3702698920707596e-09,1.5956418471375163e-09,1.616348642289823e-09,1.2679902063301443e-09,1.206997491206892e-09,21C0278,160,8
192698.5373,502811.6678,0.46,-2.9,1.65,6.931560867064365e-09,9.289765519034611e-09,9.404939625597537e-09,7.465118496838338e-09,5.150255818916569e-09,3.5397390190757326e-09,3.292299297746775e-09,3.110810929827777e-09,3.6661456574120723e-09,3.6982034893850276e-09,2.946771887044993e-09,2.2320147348389973e-09,1.7080657070347231e-09,1.6734808329833804e-09,1.878253929937217e-09,1.7401775734481055e-09,21C0278,160,9
192698.5373,502811.6678,0.46,-2.9,1.65,7.741379889681837e-09,1.2837929872767432e-08,1.575833043738448e-08,1.30065729484471e-08,7.094616640820523e-09,4.253246480556171e-09,3.717812107759398e-09,3.023328030632972e-09,3.5243915193341273e-09,3.751051558244442e-09,3.028208713213393e-09,2.191553292554365e-09,2.0063554621799982e-09,2.1855582672849686e-09,2.147659008311894e-09,2.0996911323072992e-09,21C0278,160,10
192698.5373,502811.6678,0.46,-2.9,1.65,7.601572781324421e-09,1.2288672397122684e-08,1.4663256744312593e-08,1.222223166489341e-08,8.159562219850106e-09,4.879191140699508e-09,3.029190111873203e-09,1.8845915842365507e-09,2.262425549118865e-09,2.835815667708365e-09,2.617318911891866e-09,2.202529650666236e-09,2.394728599908861e-09,2.615290458473645e-09,2.087251356436325e-09,1.7601846828170144e-09,21C0278,160,11
192698.5373,502811.6678,0.46,-2.9,1.65,1.5236048605462592e-08,1.988649016307725e-08,1.863971549342527e-08,1.3446853417031453e-08,6.313294973994772e-09,3.2772739829431357e-09,2.688688152758521e-09,1.982076411294353e-09,2.048287316404249e-09,2.3067553887353553e-09,2.265910685007434e-09,2.143112718568324e-09,2.968831928183896e-09,2.883721169703791e-09,1.8690977946134782e-09,1.5454429643897912e-09,21C0278,160,12
192698.5373,502811.6678,0.46,-2.9,1.65,8.629872655295096e-09,1.1778342335486789e-08,1.4013418437227752e-08,1.2222582540427232e-08,7.810285823172807e-09,5.2880472656740975e-09,3.992429750553015e-09,3.7497708976518305e-09,5.4029749952091725e-09,5.57756232945092e-09,4.3453386203169105e-09,3.06228094101345e-09,3.305863503954704e-09,3.437359573904691e-09,2.5093367788900527e-09,2.107345784094577e-09,21C0278,160,13
192698.5373,502811.6678,0.46,-2.9,1.65,1.1576909271698226e-08,1.4945998489592733e-08,1.689071192681451e-08,1.564966153556146e-08,1.2663519081202917e-08,1.0546425147545242e-08,9.078180871454477e-09,7.517340919952064e-09,9.225156643946829e-09,9.639223680069829e-09,7.664546300878491e-09,5.179954946681089e-09,4.543928914039429e-09,4.530020320718284e-09,3.759678730547852e-09,3.3159890918562277e-09,21C0278,160,14
192698.5373,502811.6678,0.46,-2.9,1.65,7.756005586076276e-09,1.008227122129221e-08,9.695090105261705e-09,7.466815421496762e-09,5.417578255673926e-09,4.279854966694541e-09,3.088683506002458e-09,2.434642803730366e-09,2.921026948354081e-09,3.81651464175513e-09,3.6997366430814e-09,2.763269850022609e-09,2.543039155471345e-09,2.5346221249315474e-09,2.1310606597144336e-09,1.8301091914904638e-09,21C0278,160,15
192698.5373,502811.6678,0.46,-2.9,1.65,1.0877873729605133e-08,1.4066969010330221e-08,1.4490342175968124e-08,1.1480993506073924e-08,6.374278344827168e-09,3.3770116889576197e-09,2.771419650180247e-09,2.569923422692775e-09,2.2696001806483327e-09,1.692452878340032e-09,1.5479398808714995e-09,1.7770319271878146e-09,1.6605414574315263e-09,1.6823881610261402e-09,1.8401049730259302e-09,1.8252143052463875e-09,21C0278,160,16
192698.5373,502811.6678,0.46,-2.9,1.65,9.830172010921316e-09,1.4463858598172951e-08,1.5567690920354446e-08,1.2191984095081962e-08,8.557476785951305e-09,7.431104589132795e-09,5.4296219421050325e-09,3.404465735757454e-09,3.5550747841248242e-09,3.832383293720077e-09,3.3737795029179674e-09,2.751210182203467e-09,2.542160861038259e-09,2.563364564043583e-09,2.3677997128499104e-09,1.9347910342210774e-09,21C0278,160,17
192698.5373,502811.6678,0.46,-2.9,1.65,1.1173071443593675e-08,1.4964519376191063e-08,1.4471252270270894e-08,1.07190416692249e-08,6.443580422387951e-09,5.686431576829356e-09,4.422723868453188e-09,3.391577531481218e-09,3.838067858337738e-09,3.2027721867071517e-09,2.314000477605433e-09,1.6252515694591526e-09,1.867310014018312e-09,1.7789972935568471e-09,1.4763463857306614e-09,1.589703739417695e-09,21C0278,160,18
